,HT,AT,SHT,AHT,+0.5,-0.5,OS,+>=-,target
422,São Paulo,Sport Recife,0,0,1.04,1.04,0,0,0
423,Coritiba,Internacional,1,1,1.08,1.08,2,0,1
424,Cruzeiro,Palmeiras,2,1,1.07,1.07,3,0,1
425,Corinthians,Santa Cruz,2,1,1.04,1.04,3,0,1
426,América-MG,Atlético Mineiro,0,1,1.05,1.05,1,0,1
427,Athletico-PR,Grêmio,2,0,1.1,1.1,2,0,1
428,Flamengo,Fluminense,1,2,1.08,1.08,3,0,1
429,Internacional,Botafogo,2,3,1.06,1.06,5,0,1
430,Santos,São Paulo,3,0,1.08,1.08,3,0,1
431,Vitória,Ponte Preta,1,1,1.07,1.07,2,0,1
432,Figueirense,Coritiba,0,0,1.1,1.1,0,0,0
433,Sport Recife,Chapecoense,5,1,1.07,1.07,6,0,1
434,Flamengo,Internacional,1,0,1.08,1.08,1,0,1
435,Grêmio,Santos,3,2,1.08,1.08,5,0,1
436,Vitória,Sport Recife,3,2,1.07,1.07,5,0,1
437,Chapecoense,Cruzeiro,3,2,1.08,1.08,5,0,1
438,Chapecoense,Cruzeiro,3,2,1.08,1.08,5,0,1
439,América-MG,Corinthians,0,2,1.09,1.09,2,0,1
440,São Paulo,Fluminense,2,1,1.09,1.09,3,0,1
441,Palmeiras,Figueirense,4,0,1.03,1.03,4,0,1
442,Santa Cruz,Ponte Preta,0,3,1.08,1.08,3,0,1
443,Atlético Mineiro,Botafogo,5,3,1.03,1.03,8,0,1
444,Fluminense,Coritiba,0,0,1.08,1.08,0,0,0
445,Athletico-PR,América-MG,1,0,1.05,1.05,1,0,1
446,Cruzeiro,Vitória,2,2,1.04,1.04,4,0,1
447,Internacional,Grêmio,0,1,1.09,1.09,1,0,1
448,Botafogo,Santa Cruz,2,1,1.05,1.05,3,0,1
449,Corinthians,Flamengo,4,0,1.09,1.09,4,0,1
450,Ponte Preta,São Paulo,1,0,1.09,1.09,1,0,1
451,Santos,Chapecoense,3,0,1.04,1.04,3,0,1
452,Figueirense,Atlético Mineiro,1,1,1.06,1.06,2,0,1
453,Sport Recife,Palmeiras,1,3,1.05,1.05,4,0,1
454,Chapecoense,Corinthians,0,2,1.09,1.09,2,0,1
455,Coritiba,Botafogo,0,0,1.07,1.07,0,0,0
456,Ponte Preta,Sport Recife,2,1,1.06,1.06,3,0,1
457,Flamengo,Atlético Mineiro,2,0,1.06,1.06,2,0,1
458,Grêmio,Figueirense,2,1,1.05,1.05,3,0,1
459,Santa Cruz,Internacional,1,0,1.09,1.09,1,0,1
460,São Paulo,América-MG,3,0,1.07,1.07,3,0,1
461,Vitória,Fluminense,0,0,1.05,1.05,0,0,0
462,Cruzeiro,Athletico-PR,0,3,1.05,1.05,3,0,1
463,Palmeiras,Santos,1,1,1.05,1.05,2,0,1
464,Botafogo,Flamengo,3,3,1.07,1.07,6,0,1
465,Botafogo,Flamengo,3,3,1.07,1.07,6,0,1
466,América-MG,Santa Cruz,0,3,1.09,1.09,3,0,1
467,Athletico-PR,Vitória,1,1,1.05,1.05,2,0,1
468,Corinthians,São Paulo,1,1,1.08,1.08,2,0,1
469,Figueirense,Chapecoense,1,1,1.09,1.09,2,0,1
470,Fluminense,Cruzeiro,2,0,1.08,1.08,2,0,1
471,Internacional,Palmeiras,0,1,1.07,1.07,1,0,1
472,Sport Recife,Grêmio,4,2,1.08,1.08,6,0,1
473,Corinthians,Figueirense,1,1,1.05,1.05,2,0,1
474,Santa Cruz,Coritiba,0,1,1.08,1.08,1,0,1
475,Palmeiras,Atlético Mineiro,0,1,1.03,1.03,1,0,1
476,Ponte Preta,Internacional,2,2,1.09,1.09,4,0,1
477,Athletico-PR,Fluminense,1,0,1.09,1.09,1,0,1
478,Chapecoense,Botafogo,2,1,1.07,1.07,3,0,1
479,Cruzeiro,Sport Recife,1,2,1.03,1.03,3,0,1
480,Grêmio,São Paulo,1,0,1.07,1.07,1,0,1
481,Vitória,Santos,2,3,1.05,1.05,5,0,1
482,Flamengo,América-MG,2,1,1.04,1.04,3,0,1
483,Sport Recife,América-MG,1,1,1.05,1.05,2,0,1
484,Vitória,Coritiba,3,1,1.08,1.08,4,0,1
485,Athletico-PR,Corinthians,2,0,1.1,1.1,2,0,1
486,Ponte Preta,Botafogo,2,0,1.06,1.06,2,0,1
487,Grêmio,Santa Cruz,0,0,1.04,1.04,0,0,0
488,São Paulo,Atlético Mineiro,1,2,1.05,1.05,3,0,1
489,Cruzeiro,Internacional,4,2,1.06,1.06,6,0,1
490,Chapecoense,Palmeiras,1,1,1.07,1.07,2,0,1
491,Flamengo,Athletico-PR,1,0,1.08,1.08,1,0,1
492,Coritiba,Ponte Preta,3,1,1.09,1.09,4,0,1
493,Palmeiras,Vitória,2,1,1.03,1.03,3,0,1
494,Internacional,Fluminense,2,2,1.08,1.08,4,0,1
495,Santa Cruz,São Paulo,1,2,1.08,1.08,3,0,1
496,Figueirense,Sport Recife,1,1,1.08,1.08,2,0,1
497,Atlético Mineiro,Chapecoense,3,1,1.04,1.04,4,0,1
498,Corinthians,Cruzeiro,1,1,1.05,1.05,2,0,1
499,Sport Recife,Flamengo,1,0,1.07,1.07,1,0,1
500,Ponte Preta,Figueirense,2,0,1.07,1.07,2,0,1
501,Fluminense,América-MG,1,0,1.06,1.06,1,0,1
502,Grêmio,Corinthians,3,0,1.1,1.1,3,0,1
503,Cruzeiro,Coritiba,2,2,1.06,1.06,4,0,1
504,São Paulo,Botafogo,0,1,1.06,1.06,1,0,1
505,Athletico-PR,Palmeiras,0,1,1.08,1.08,1,0,1
506,Chapecoense,Internacional,1,0,1.1,1.1,1,0,1
507,América-MG,Chapecoense,1,2,1.09,1.09,3,0,1
508,Atlético Mineiro,Athletico-PR,1,0,1.03,1.03,1,0,1
509,Flamengo,Grêmio,2,1,1.08,1.08,3,0,1
510,Internacional,São Paulo,1,1,1.09,1.09,2,0,1
511,Palmeiras,Ponte Preta,2,2,1.06,1.06,4,0,1
512,Santa Cruz,Fluminense,0,1,1.08,1.08,1,0,1
513,Figueirense,Cruzeiro,1,2,1.08,1.08,3,0,1
514,Corinthians,Vitória,2,1,1.03,1.03,3,0,1
515,Ponte Preta,Corinthians,2,0,1.09,1.09,2,0,1
516,Cruzeiro,Santa Cruz,2,0,1.03,1.03,2,0,1
517,Cruzeiro,Santa Cruz,2,0,1.03,1.03,2,0,1
518,Chapecoense,Flamengo,1,3,1.09,1.09,4,0,1
519,Fluminense,Palmeiras,0,2,1.07,1.07,2,0,1
520,Grêmio,Atlético Mineiro,1,1,1.05,1.05,2,0,1
521,São Paulo,Coritiba,0,0,1.07,1.07,0,0,0
522,Sport Recife,Internacional,1,1,1.09,1.09,2,0,1
523,Vitória,América-MG,2,1,1.06,1.06,3,0,1
524,Athletico-PR,Botafogo,1,0,1.08,1.08,1,0,1
525,Fluminense,Figueirense,3,2,1.07,1.07,5,0,1
526,Botafogo,Grêmio,2,1,1.06,1.06,3,0,1
527,Botafogo,Fluminense,1,0,1.09,1.09,1,0,1
528,Figueirense,Athletico-PR,1,0,1.1,1.1,1,0,1
529,Santa Cruz,Chapecoense,2,2,1.09,1.09,4,0,1
530,Atlético Mineiro,Vitória,2,1,1.02,1.02,3,0,1
531,Atlético Mineiro,Vitória,2,1,1.02,1.02,3,0,1
532,Flamengo,Ponte Preta,2,1,1.06,1.06,3,0,1
533,Palmeiras,São Paulo,2,1,1.07,1.07,3,0,1
534,Corinthians,Sport Recife,3,0,1.05,1.05,3,0,1
535,América-MG,Cruzeiro,0,2,1.06,1.06,2,0,1
536,Internacional,Santos,2,1,1.08,1.08,3,0,1
537,Vitória,Flamengo,1,2,1.04,1.04,3,0,1
538,Chapecoense,Coritiba,1,0,1.08,1.08,1,0,1
539,São Paulo,Figueirense,3,1,1.06,1.06,4,0,1
540,Athletico-PR,Internacional,2,1,1.11,1.11,3,0,1
541,Cruzeiro,Botafogo,0,2,1.03,1.03,2,0,1
542,Santos,Corinthians,2,1,1.09,1.09,3,0,1
543,Sport Recife,Santa Cruz,5,3,1.07,1.07,8,0,1
544,Grêmio,Palmeiras,0,0,1.05,1.05,0,0,0
545,Ponte Preta,América-MG,1,1,1.07,1.07,2,0,1
546,Fluminense,Atlético Mineiro,4,2,1.04,1.04,6,0,1
547,Botafogo,Santos,0,1,1.06,1.06,1,0,1
548,Figueirense,América-MG,2,2,1.11,1.11,4,0,1
549,Ponte Preta,Grêmio,3,0,1.1,1.1,3,0,1
550,Santa Cruz,Athletico-PR,1,0,1.08,1.08,1,0,1
551,Coritiba,Corinthians,1,1,1.09,1.09,2,0,1
552,Palmeiras,Flamengo,1,1,1.06,1.06,2,0,1
553,Atlético Mineiro,Sport Recife,1,0,1.03,1.03,1,0,1
554,Fluminense,Chapecoense,1,2,1.07,1.07,3,0,1
555,Internacional,Vitória,0,1,1.05,1.05,1,0,1
556,São Paulo,Cruzeiro,1,0,1.07,1.07,1,0,1
557,Corinthians,Palmeiras,0,2,1.08,1.08,2,0,1
558,Flamengo,Figueirense,2,0,1.04,1.04,2,0,1
559,Athletico-PR,São Paulo,1,0,1.11,1.11,1,0,1
560,Chapecoense,Ponte Preta,2,2,1.09,1.09,4,0,1
561,Cruzeiro,Atlético Mineiro,1,1,1.05,1.05,2,0,1
562,Grêmio,Fluminense,0,1,1.08,1.08,1,0,1
563,Sport Recife,Coritiba,0,1,1.07,1.07,1,0,1
564,Santos,Santa Cruz,3,2,1.04,1.04,5,0,1
565,Vitória,Botafogo,0,1,1.05,1.05,1,0,1
566,América-MG,Internacional,1,0,1.09,1.09,1,0,1
567,Palmeiras,Coritiba,2,1,1.04,1.04,3,0,1
568,Sport Recife,Santos,1,0,1.07,1.07,1,0,1
569,América-MG,Botafogo,1,0,1.07,1.07,1,0,1
570,Athletico-PR,Ponte Preta,3,0,1.12,1.12,3,0,1
571,Figueirense,Santa Cruz,3,1,1.09,1.09,4,0,1
572,Flamengo,Cruzeiro,2,1,1.05,1.05,3,0,1
573,Grêmio,Chapecoense,1,0,1.07,1.07,1,0,1
574,Vitória,São Paulo,2,0,1.07,1.07,2,0,1
575,Atlético Mineiro,Internacional,3,1,1.06,1.06,4,0,1
576,Fluminense,Sport Recife,3,1,1.07,1.07,4,0,1
577,Chapecoense,Vitória,1,4,1.07,1.07,5,0,1
578,Santos,Athletico-PR,2,0,1.08,1.08,2,0,1
579,São Paulo,Flamengo,0,0,1.07,1.07,0,0,0
580,São Paulo,Flamengo,0,0,1.07,1.07,0,0,0
581,Ponte Preta,Atlético Mineiro,1,2,1.05,1.05,3,0,1
582,Cruzeiro,Grêmio,1,0,1.06,1.06,1,0,1
583,Internacional,Figueirense,1,0,1.07,1.07,1,0,1
584,Santa Cruz,Palmeiras,2,3,1.07,1.07,5,0,1
585,Coritiba,América-MG,3,0,1.07,1.07,3,0,1
586,Athletico-PR,Chapecoense,3,1,1.1,1.1,4,0,1
587,Vitória,Grêmio,0,1,1.07,1.07,1,0,1
588,Corinthians,Atlético Mineiro,0,0,1.05,1.05,0,0,0
589,Santos,Fluminense,2,1,1.07,1.07,3,0,1
590,Sport Recife,São Paulo,1,1,1.09,1.09,2,0,1
591,Internacional,Coritiba,1,0,1.1,1.1,1,0,1
592,Cruzeiro,Ponte Preta,2,0,1.05,1.05,2,0,1
593,América-MG,Palmeiras,0,2,1.05,1.05,2,0,1
594,Figueirense,Botafogo,0,1,1.09,1.09,1,0,1
595,Flamengo,Santa Cruz,3,0,1.02,1.02,3,0,1
596,Chapecoense,Sport Recife,3,0,1.07,1.07,3,0,1
597,Coritiba,Figueirense,0,0,1.08,1.08,0,0,0
598,Botafogo,Internacional,1,0,1.09,1.09,1,0,1
599,Santa Cruz,Corinthians,2,4,1.06,1.06,6,0,1
600,Atlético Mineiro,América-MG,3,0,1.03,1.03,3,0,1
601,Palmeiras,Cruzeiro,0,0,1.05,1.05,0,0,0
602,Ponte Preta,Vitória,2,0,1.05,1.05,2,0,1
603,Fluminense,Flamengo,1,2,1.07,1.07,3,0,1
604,Grêmio,Athletico-PR,1,0,1.09,1.09,1,0,1
605,São Paulo,Santos,0,1,1.09,1.09,1,0,1
606,Athletico-PR,Coritiba,2,0,1.12,1.12,2,0,1
607,Botafogo,Atlético Mineiro,3,2,1.07,1.07,5,0,1
608,Cruzeiro,Chapecoense,0,0,1.05,1.05,0,0,0
609,Figueirense,Palmeiras,1,2,1.07,1.07,3,0,1
610,Internacional,Flamengo,2,1,1.1,1.1,3,0,1
611,Corinthians,América-MG,2,0,1.04,1.04,2,0,1
612,Ponte Preta,Santa Cruz,3,0,1.05,1.05,3,0,1
613,Santos,Grêmio,1,1,1.07,1.07,2,0,1
614,Sport Recife,Vitória,1,0,1.05,1.05,1,0,1
615,Fluminense,São Paulo,1,2,1.08,1.08,3,0,1
616,Santa Cruz,Botafogo,0,1,1.06,1.06,1,0,1
617,São Paulo,Ponte Preta,2,0,1.08,1.08,2,0,1
618,Flamengo,Corinthians,2,2,1.06,1.06,4,0,1
619,Grêmio,Internacional,0,0,1.11,1.11,0,0,0
620,Palmeiras,Sport Recife,2,1,1.03,1.03,3,0,1
621,Vitória,Cruzeiro,0,1,1.06,1.06,1,0,1
622,Coritiba,Fluminense,1,1,1.09,1.09,2,0,1
623,Atlético Mineiro,Figueirense,3,0,1.03,1.03,3,0,1
624,Chapecoense,Santos,0,1,1.08,1.08,1,0,1
625,América-MG,Athletico-PR,1,0,1.12,1.12,1,0,1
626,Sport Recife,Ponte Preta,1,0,1.07,1.07,1,0,1
627,Fluminense,Vitória,2,2,1.03,1.03,4,0,1
628,Athletico-PR,Cruzeiro,1,0,1.1,1.1,1,0,1
629,Atlético Mineiro,Flamengo,2,2,1.04,1.04,4,0,1
630,Corinthians,Chapecoense,1,1,1.06,1.06,2,0,1
631,Botafogo,Coritiba,0,0,1.08,1.08,0,0,0
632,Internacional,Santa Cruz,1,1,1.05,1.05,2,0,1
633,Figueirense,Grêmio,0,0,1.09,1.09,0,0,0
634,Santos,Palmeiras,1,0,1.06,1.06,1,0,1
635,América-MG,São Paulo,1,0,1.09,1.09,1,0,1
636,Flamengo,Botafogo,0,0,1.06,1.06,0,0,0
637,São Paulo,Corinthians,4,0,1.09,1.09,4,0,1
638,São Paulo,Corinthians,4,0,1.09,1.09,4,0,1
639,Cruzeiro,Fluminense,4,2,1.07,1.07,6,0,1
640,Palmeiras,Internacional,1,0,1.08,1.08,1,0,1
641,Santa Cruz,América-MG,1,0,1.06,1.06,1,0,1
642,Vitória,Athletico-PR,3,2,1.08,1.08,5,0,1
643,Chapecoense,Figueirense,1,0,1.09,1.09,1,0,1
644,Coritiba,Atlético Mineiro,2,0,1.06,1.06,2,0,1
645,Grêmio,Sport Recife,0,3,1.09,1.09,3,0,1
646,Fluminense,Athletico-PR,1,1,1.07,1.07,2,0,1
647,Botafogo,Chapecoense,0,2,1.08,1.08,2,0,1
648,Coritiba,Santa Cruz,1,0,1.04,1.04,1,0,1
649,América-MG,Flamengo,0,1,1.05,1.05,1,0,1
650,Figueirense,Corinthians,1,1,1.08,1.08,2,0,1
651,Sport Recife,Cruzeiro,0,1,1.08,1.08,1,0,1
652,Santos,Vitória,3,2,1.02,1.02,5,0,1
653,São Paulo,Grêmio,1,1,1.1,1.1,2,0,1
654,Atlético Mineiro,Palmeiras,1,1,1.05,1.05,2,0,1
655,Internacional,Ponte Preta,1,1,1.08,1.08,2,0,1
656,Athletico-PR,Sport Recife,2,0,1.08,1.08,2,0,1
657,Cruzeiro,Santos,2,2,1.05,1.05,4,0,1
658,Grêmio,América-MG,3,0,1.06,1.06,3,0,1
659,Palmeiras,Botafogo,1,0,1.05,1.05,1,0,1
660,Ponte Preta,Fluminense,1,0,1.05,1.05,1,0,1
661,Vitória,Figueirense,4,0,1.05,1.05,4,0,1
662,Chapecoense,São Paulo,2,0,1.1,1.1,2,0,1
663,Flamengo,Coritiba,2,2,1.05,1.05,4,0,1
664,Santa Cruz,Atlético Mineiro,3,3,1.03,1.03,6,0,1
665,Corinthians,Internacional,1,0,1.09,1.09,1,0,1
666,América-MG,Sport Recife,2,2,1.08,1.08,4,0,1
667,Botafogo,Ponte Preta,1,1,1.07,1.07,2,0,1
668,Corinthians,Athletico-PR,0,0,1.08,1.08,0,0,0
669,Atlético Mineiro,São Paulo,1,2,1.05,1.05,3,0,1
670,Flamengo,Santos,2,0,1.05,1.05,2,0,1
671,Internacional,Cruzeiro,1,0,1.08,1.08,1,0,1
672,Palmeiras,Chapecoense,1,0,1.05,1.05,1,0,1
673,Figueirense,Fluminense,1,0,1.08,1.08,1,0,1
674,Santa Cruz,Grêmio,5,1,1.05,1.05,6,0,1
